ProbeID	PrimaryAccession
A_23_P15314	BM455010
A_24_P354651	NM_153354
A_24_P647163	BG777521
A_24_P328259	NM_052938
A_24_P903715	A_24_P903715
A_24_P485105	THC2632823
A_24_P199251	NM_005447
A_24_P331560	NM_000351
A_23_P170901	NM_152410
A_24_P230691	AK025303
A_24_P213794	NM_012118
A_24_P349547	XR_019531
A_24_P118719	XR_019392
A_24_P85143	NM_022370
A_24_P99526	NM_032646
A_32_P24741	AK093729
A_23_P43940	NM_207517
A_23_P212508	NM_001063
A_23_P352950	NM_052926
A_32_P38821	BF475893
A_23_P43946	NM_033082
A_23_P352957	AK022913
A_32_P112712	THC2755690
A_23_P347194	ENST00000295907
A_24_P153043	NR_000029
A_24_P291426	NM_016316
A_32_P202092	THC2512741
A_32_P75544	THC2703350
A_24_P225325	NM_022733
A_24_P212281	AK056031
A_24_P658505	AK000053
A_32_P15898	CB240572
A_23_P253345	NM_020130
A_23_P349083	NM_138782
A_24_P225339	NM_145279
A_24_P50818	AF465407
A_23_P123133	NM_002541
A_23_P151930	NM_207038
A_32_P142702	NM_182520
A_32_P30693	NM_003707
A_24_P696924	BC022398
A_32_P211799	AY007087
A_24_P334845	NR_001578
A_24_P358302	XR_019017
A_23_P253350	NM_020130
A_24_P693461	AK027147
A_32_P15887	THC2657348
A_24_P688744	CA427130
A_24_P891276	XR_018028
A_23_P33384	NM_000246
A_23_P405161	NM_145304
A_23_P84359	NM_021015
A_24_P291401	NM_153342
A_24_P225308	NM_016374
A_24_P552987	A_24_P552987
A_24_P798431	A_24_P798431
A_23_P381505	AK075525
A_24_P804667	NM_001043229
A_23_P253368	NM_018951
A_23_P55198	NM_173478
A_24_P757230	AI216892
A_32_P38859	THC2664171
A_23_P123112	NM_018850
A_23_P151915	ENST00000267857
A_23_P60856	NM_003271
A_24_P194524	NM_031462
A_32_P6778	AI219192
A_24_P377328	NM_006425
A_23_P337689	NM_015855
A_24_P52801	NM_017670
A_32_P10936	NM_004061
A_24_P453865	A_24_P453865
A_24_P85181	NM_022340
A_32_P456537	NM_030752
A_23_P405148	NM_020194
A_24_P227230	NM_014333
A_23_P253375	NM_001913
A_24_P50862	AK022251
A_24_P62169	NM_130436
A_23_P151907	NM_002570
A_24_P523242	THC2704042
A_23_P372356	NM_153040
A_23_P123125	NM_031443
A_32_P30649	NM_004454
A_24_P926566	ENST00000370623
A_24_P41021	NM_203301
A_32_P33821	NM_001048249
A_24_P932141	A_24_P932141
A_23_P92334	NM_024943
A_24_P58549	NM_021148
A_23_P31747	NM_032847
A_23_P253301	NM_053024
A_23_P405175	NM_152609
A_23_P43977	A_23_P43977
A_24_P535219	ENST00000341591
A_23_P155666	NM_014435
A_23_P396666	NM_015079
A_24_P926576	BF947045
A_23_P123172	NR_002157
A_24_P557245	S79281
A_23_P92320	NM_017426
A_23_P3014	NM_005615
A_32_P30656	THC2687419
A_24_P140666	NM_015111
A_23_P253317	NM_013308
A_23_P123108	NM_147166
A_24_P133171	AK026078
A_23_P372331	NM_016000
A_32_P93807	A_32_P93807
A_32_P33802	AU158345
A_24_P41042	NM_032848
A_24_P263543	XM_061427
A_32_P411592	NM_052897
A_24_P58565	AK057935
A_24_P453855	AK126267
A_24_P932168	A_24_P932168
A_24_P530900	A_24_P530900
A_24_P213763	BC013798
A_23_P253321	NM_006228
A_24_P233406	THC2733540
A_24_P50875	NM_017747
A_23_P214330	NM_030666
A_23_P60816	NM_013374
A_23_P60811	NM_006252
A_24_P41079	NM_198181
A_23_P3038	NM_002083
A_24_P711477	BC001783
A_24_P560088	BI561420
A_23_P26697	NM_033452
A_24_P911051	THC2538873
A_23_P92300	NM_145044
A_32_P172509	AW440350
A_32_P202066	THC2726661
A_24_P213710	NM_017651
A_24_P213715	BC001742
A_32_P18470	NM_001012979
A_23_P346086	NM_001043352
A_23_P143692	NM_018957
A_32_P18475	THC2665111
A_24_P930140	AL137482
A_23_P143694	NM_006941
A_23_P123164	NR_002140
A_24_P776523	THC2617352
A_23_P26687	NM_015421
A_23_P435444	NM_032087
A_24_P263524	NM_005783
A_24_P926529	BC029395
A_23_P3042	NM_006246
A_23_P92370	NM_001039580
A_32_P30600	THC2699065
A_24_P289845	XR_015197
A_23_P346093	AK090478
A_24_P932109	AA233255
A_32_P80198	A_32_P80198
A_32_P138628	BC036359
A_32_P475462	NM_006580
A_23_P60837	NM_000921
A_23_P43932	M84605
A_24_P133162	NM_178122
A_24_P50890	NM_002855
A_24_P66545	ENST00000296343
A_24_P658584	NM_015278
A_32_P93852	NM_138369
A_23_P3054	ENST00000254271
A_23_P352426	NM_006382
A_24_P911071	A_24_P911071
A_24_P230675	NM_003877
A_32_P202042	BC020340
A_24_P276073	BC004943
A_23_P8754	NM_005763
A_23_P159877	NM_171998
A_23_P33303	NM_005026
A_32_P7783	AW377662
A_32_P93841	THC2628661
A_23_P3065	NM_018168
A_23_P420782	NM_003324
A_32_P37143	BX649059
A_24_P911066	U10072
A_24_P349596	XR_018451
A_24_P58529	NM_032704
A_24_P349590	A_24_P349590
A_24_P453819	BC067907
A_24_P255123	A_24_P255123
A_23_P356585	NM_002126
A_23_P356581	NM_022370
A_24_P20607	NM_005409
A_24_P911017	AB028450
A_32_P61339	BC036479
A_24_P289854	A_24_P289854
A_24_P530977	A_24_P530977
A_24_P52882	NM_003806
A_24_P349580	A_24_P349580
A_23_P68998	NM_017584
A_23_P92349	NM_001004356
A_23_P159851	NM_032803
A_23_P43988	NM_000110
A_32_P93868	NM_033251
A_24_P100190	ENST00000328338
A_23_P33326	NM_000679
A_23_P352990	ENST00000324988
A_23_P435407	NM_001448
A_24_P25137	NM_000740
A_24_P75408	A_24_P75408
A_24_P400573	NM_152468
A_32_P202057	NM_006826
A_24_P69267	NM_004348
A_24_P230649	NM_033364
A_24_P917595	A_24_P917595
A_32_P930685	BC046475
A_24_P115199	NM_001037165
A_24_P255100	NM_001010940
A_23_P8744	NM_020728
A_23_P159865	NM_145052
A_23_P76743	NM_001080464
A_24_P822427	AA180985
A_32_P90812	BX647543
A_32_P49164	AV714556
A_23_P435477	NM_001077263
A_24_P289834	A_24_P289834
A_24_P75456	ENST00000342324
A_24_P779258	THC2691645
A_23_P420732	AK025116
A_23_P159839	NM_152692
A_23_P8716	NM_012369
A_23_P55149	NM_001282
A_23_P330929	AK023017
A_23_P75380	NM_003977
A_23_P159833	NM_004541
A_24_P67395	NM_002273
A_23_P210496	NM_022104
A_32_P53951	AF147398
A_24_P75469	XR_019277
A_24_P384469	A_24_P384469
A_32_P185530	A_32_P185530
A_32_P61308	CR603803
A_23_P8763	NM_002835
A_24_P624263	THC2684625
A_24_P605563	AY172962
A_32_P78936	NM_145270
A_23_P114862	NM_021146
A_24_P298545	NM_033468
A_23_P60899	NM_024831
A_23_P33356	ENST00000383706
A_23_P143621	NM_001887
A_24_P930111	AL832525
A_23_P162165	NM_023930
A_23_P337642	NM_021949
A_24_P883629	ENST00000258457
A_24_P400507	NM_173654
A_24_P115183	NM_001305
A_24_P170283	A_24_P170283
A_24_P255114	ENST00000299512
A_23_P304287	NM_002803
A_24_P312594	A_24_P312594
A_24_P289818	ENST00000370659
A_23_P330908	NM_024295
A_23_P346006	NM_020739
A_23_P33364	NM_001009555
A_24_P67378	XR_017648
A_24_P40306	NM_000185
A_24_P74374	NM_000308
A_24_P145414	AF130044
A_32_P53976	A_32_P53976
A_24_P67375	NM_000367
A_24_P932184	AY358662
A_24_P202857	ENST00000359573
A_23_P65901	ENST00000334574
A_23_P333852	NM_194252
A_24_P170295	NM_007355
A_23_P324523	NM_153208
A_23_P59255	NM_020425
A_23_P8702	NM_002652
A_23_P33376	NM_002595
A_32_P49124	AK123150
A_23_P143600	AK125808
A_23_P162142	NM_015516
A_32_P211956	AK123431
A_24_P273180	AK131325
A_24_P4212	NM_023078
A_24_P400528	NM_001080495
A_23_P105088	NM_005170
A_23_P210482	NM_000022
A_23_P68978	NM_022785
A_24_P58597	A_24_P58597
A_23_P68970	NM_014570
A_32_P49116	THC2544720
A_23_P162171	NM_006500
A_23_P26629	NM_013258
A_24_P263297	ENST00000369783
A_23_P143673	NM_014310
A_24_P46093	NM_003043
A_24_P384422	A_24_P384422
A_32_P139229	NM_213598
A_23_P210451	BC082981
A_24_P557534	ENST00000361789
A_32_P88163	THC2633438
A_32_P15799	NM_005517
A_23_P304279	NM_000080
A_23_P400486	NM_153220
A_23_P114826	NM_031280
A_23_P162127	NM_021825
A_23_P162120	NM_006185
A_32_P109242	AK055302
A_24_P202840	AK095499
A_23_P349373	BC024764
A_24_P67364	NM_152263
A_23_P65910	NM_153260
A_32_P88177	AA693701
A_24_P46066	NM_006564
A_24_P932193	AK075127
A_32_P197620	NR_002830
A_23_P68910	NM_001051
A_23_P346048	NM_199045
A_32_P122128	BC028204
A_23_P114857	NM_014589
A_32_P843613	AL137361
A_32_P107667	NM_001032389
A_23_P26649	NM_020677
A_23_P143650	NM_152511
A_24_P677471	BC034827
A_23_P26640	NM_152459
A_24_P28430	ENST00000390640
A_23_P207766	NM_004309
A_32_P219660	NM_013453
A_24_P289884	A_24_P289884
A_24_P244699	NM_018283
A_32_P198810	ENST00000381800
A_24_P573978	THC2578949
A_32_P194312	BC066363
A_32_P32537	BF805854
A_23_P162106	NM_016055
A_24_P938025	A_24_P938025
A_23_P321511	NM_178450
A_23_P114808	NM_016011
A_32_P66020	NM_001012391
A_23_P26674	NM_014647
A_32_P224358	THC2650822
A_32_P139219	THC2667587
A_32_P66025	A_32_P66025
A_24_P937506	A_24_P937506
A_23_P210445	NM_015478
A_23_P65930	NM_001077268
A_32_P53908	NM_015252
A_32_P925529	XR_015594
A_32_P219657	NM_001005472
A_23_P259506	NM_032412
A_23_P8797	NM_174930
A_32_P18493	XR_015398
A_32_P107644	AK092728
A_24_P938036	A_24_P938036
A_23_P114839	NM_004468
A_23_P100868	NM_001033580
A_32_P805074	AK098562
A_23_P210419	NM_014902
A_23_P65967	NM_018231
A_24_P464489	XM_497719
A_32_P175785	BI828274
A_23_P65963	NM_016561
A_24_P324224	A_24_P324224
A_23_P105028	NM_015459
A_23_P304237	NM_198679
A_24_P938006	A_24_P938006
A_24_P384411	A_24_P384411
A_24_P167338	NM_014488
A_24_P58034	XM_498110
A_32_P94866	BC066916
A_24_P390650	ENST00000315707
A_23_P210465	NM_002638
A_24_P312519	NM_022129
A_24_P910355	A_24_P910355
A_23_P259521	NM_018268
A_24_P170203	A_24_P170203
A_23_P114814	NM_021205
A_23_P321501	NM_182908
A_23_P53057	NM_013250
A_24_P362805	BX648681
A_32_P198868	THC2596047
A_23_P349343	NM_139163
A_23_P105012	NM_017878
A_32_P94875	THC2696271
A_32_P66035	NM_153347
A_24_P486544	A_24_P486544
A_24_P191047	NM_019060
A_23_P330999	NM_015979
A_32_P219620	ENST00000367895
A_23_P76749	NM_020692
A_24_P390668	NM_005892
A_24_P364236	NM_004549
A_24_P153754	NM_018229
A_24_P377283	NM_139017
A_24_P67308	A_24_P67308
A_23_P105002	NM_000327
A_23_P349310	NM_014494
A_23_P210400	ENST00000360480
A_24_P269327	AL136837
A_32_P24266	THC2672475
A_24_P833024	AI378923
A_24_P340771	XR_016510
A_23_P100189	NM_002761
A_32_P175799	BF734670
A_24_P535784	THC2610907
A_32_P492524	NM_052917
A_32_P49199	AL137566
A_24_P868313	THC2706547
A_24_P914134	NM_001080122
A_23_P76774	NM_173849
A_32_P24295	A_32_P24295
A_32_P94851	THC2672303
A_23_P349321	NM_022166
A_24_P538495	AK000470
A_24_P273132	NM_013296
A_32_P224327	AK056401
A_32_P38136	NM_002568
A_23_P259555	NM_030959
A_24_P109962	XR_015185
A_32_P219601	AF074994
A_24_P41391	NM_001031617
A_24_P170234	NM_198085
A_23_P76761	NM_003384
A_32_P49188	NM_024740
A_24_P914161	BC032569
A_24_P68631	NM_175065
A_23_P125809	NM_173798
A_23_P210425	NM_181526
A_23_P75355	AK127347
A_24_P85009	ENST00000370599
A_24_P188941	NM_002520
A_24_P546003	BX538249
A_24_P910310	NM_198177
A_23_P53018	NM_054108
A_24_P170247	AY010113
A_23_P76718	NM_002498
A_23_P65996	NM_015247
A_24_P914155	NM_152586
A_32_P112677	BC042064
A_32_P711043	AK097463
A_24_P99639	NM_178170
A_24_P354356	NM_144635
A_24_P213487	AF271775
A_24_P319613	NM_002497
A_24_P636834	A_24_P636834
A_24_P384483	XM_497062
A_24_P273114	XR_018270
A_24_P269315	ENST00000380739
A_23_P100196	NM_005153
A_23_P123096	NM_021955
A_23_P151690	NM_018477
A_24_P170253	ENST00000285383
A_23_P76705	NM_006322
A_24_P153713	BC005052
A_24_P354300	NM_015426
A_23_P114883	NM_002023
A_24_P213494	NM_006504
A_23_P323154	NM_032575
A_32_P94801	THC2533385
A_24_P85026	NM_032226
A_24_P273143	NM_052871
A_23_P75083	NM_212479
A_32_P728662	BC032246
A_32_P24223	NM_015355
A_23_P123086	AB067495
A_24_P312578	BC040210
A_23_P53039	NM_002301
A_24_P153763	BC015129
A_23_P259580	NM_172209
A_23_P67228	NM_003083
A_24_P523325	THC2547195
A_32_P505730	BC017967
A_32_P112655	AK058000
A_23_P259586	NM_003318
A_32_P94818	THC2651727
A_23_P76731	NM_014226
A_24_P377277	NM_002154
A_23_P420692	NM_015053
A_32_P199263	BC073929
A_23_P381449	NM_003110
A_24_P319635	NM_021960
A_23_P3643	NM_001374
A_32_P15756	CA503163
A_32_P129010	NM_001013615
A_24_P504294	THC2753396
A_24_P273033	A_24_P273033
A_24_P494454	NM_001010862
A_24_P153734	BC009106
A_24_P377269	NM_002154
A_24_P153732	BC007572
A_23_P400449	NM_020927
A_24_P85045	NM_015723
A_24_P319624	NM_001048210
A_23_P413303	ENST00000304389
A_23_P132822	NM_019001
A_23_P132826	NM_006217
A_23_P37375	NM_004755
A_24_P546043	AK130099
A_23_P3584	NM_012320
A_24_P153701	AY116214
A_23_P100127	NM_170589
A_23_P381461	NM_144999
A_24_P658413	ENST00000379447
A_23_P134274	NM_005837
A_24_P586134	AF086214
A_24_P513262	AK026485
A_23_P75097	NM_024895
A_24_P41339	A_24_P41339
A_24_P927770	A_24_P927770
A_24_P833097	BE243669
A_32_P212802	A_32_P212802
A_24_P230195	A_24_P230195
A_24_P118452	NM_012247
A_32_P6274	XR_015764
A_24_P319647	NM_030764
A_23_P349398	NM_175619
A_24_P384588	NM_001012452
A_24_P523368	A_24_P523368
A_32_P175715	NM_001080836
A_23_P100103	NM_015289
A_23_P132809	NM_002950
A_23_P337790	NM_173082
A_23_P352494	NM_032498
A_24_P354337	NM_032146
A_32_P75902	NM_152764
A_32_P142013	NM_004703
A_24_P319675	NM_016131
A_23_P323166	NM_016333
A_23_P123039	NM_007342
A_24_P133085	NM_021825
A_24_P371738	ENST00000360741
A_23_P100133	NM_015251
A_24_P762767	AK022016
A_32_P27908	THC2708262
A_23_P337785	NR_001578
A_23_P3592	NM_001538
A_32_P134968	NM_001024858
A_24_P377225	NM_022832
A_24_P118472	A_24_P118472
A_23_P381431	NM_030769
A_24_P244644	NM_018157
A_24_P85085	NM_032943
A_23_P132863	ENST00000306024
A_32_P366349	AL133022
A_24_P523345	A_24_P523345
A_23_P123022	NM_012479
A_24_P273043	XR_018424
A_24_P118489	NM_001045545
A_24_P831884	THC2732952
A_24_P58881	XR_015936
A_23_P168726	NM_007009
A_23_P92453	NM_133267
A_24_P269398	NM_032982
A_24_P122862	NM_017657
A_23_P123018	NM_001039145
A_23_P100111	NM_007236
A_24_P917449	NM_001079559
A_23_P435390	A_23_P435390
A_23_P123010	NM_138707
A_24_P926895	AF007190
A_23_P123015	NM_001039145
A_23_P151610	NM_006263
A_24_P41371	NM_017721
A_23_P151614	NM_006263
A_23_P170409	L11573
A_23_P75008	NM_000818
A_32_P190959	L06610
A_24_P319684	NM_024584
A_23_P75002	NM_173576
A_32_P190951	ENST00000390622
A_23_P33683	NM_016496
A_23_P100141	NM_023076
A_32_P203615	AK024988
A_24_P225604	NM_018981
A_23_P363426	NM_032102
A_32_P40348	A_32_P40348
A_32_P69783	THC2731533
A_23_P132874	NM_032359
A_23_P100177	NM_002428
A_23_P352402	NM_153256
A_23_P123071	NM_001233
A_24_P291133	NM_175866
A_24_P225635	ENST00000378915
A_24_P932632	THC2627460
A_23_P92441	NM_002358
A_23_P151637	NM_002934
A_23_P151634	NM_007192
A_23_P52227	NM_004962
A_24_P58899	A_24_P58899
A_23_P75028	NM_001001330
A_24_P911378	A_24_P911378
A_24_P230176	BC009369
A_24_P636882	THC2668435
A_24_P122874	NM_015049
A_23_P75024	NM_002443
A_23_P123060	NM_002214
A_24_P633902	NM_014455
A_23_P352435	NM_002926
A_24_P917418	AF161343
A_24_P400690	A_24_P400690
A_23_P168761	NM_002851
A_23_P3502	NM_144604
A_23_P92410	NM_004346
A_24_P605081	AL117474
A_32_P126338	A_32_P126338
A_32_P80413	NM_001010861
A_23_P132856	NM_198565
A_24_P383850	NM_003760
A_32_P190944	A_32_P190944
A_23_P100156	NM_017849
A_23_P337729	NM_024789
A_23_P352469	ENST00000300590
A_24_P225616	NM_001034
A_23_P207868	NM_033191
A_23_P337726	AK131288
A_23_P151653	NM_080649
A_23_P92467	NM_198179
A_24_P230116	A_24_P230116
A_24_P255252	A_24_P255252
A_24_P255253	NM_203477
A_32_P930953	AK024147
A_32_P40375	THC2518594
A_23_P143190	NM_002466
A_24_P930253	A_24_P930253
A_32_P164088	THC2668483
A_23_P33642	NP074673
A_23_P33643	ENST00000381961
A_24_P750327	AJ245002
A_23_P143199	NM_006282
A_24_P323868	AK095012
A_23_P3527	NM_032940
A_23_P381489	BC107109
A_23_P151624	NM_173527
A_23_P159986	BC007360
A_24_P400675	NM_023925
A_32_P40304	BF373880
A_24_P815062	THC2783834
A_23_P75033	NM_001001330
A_32_P216715	AA601031
A_24_P323835	NM_002107
A_23_P151679	NM_021003
A_24_P560346	S58722
A_23_P3514	NM_013242
A_23_P168771	NM_020879
A_24_P213478	NM_020796
A_24_P136182	BC026177
A_23_P156327	NM_000358
A_24_P230136	AK096402
A_32_P24939	THC2708803
A_24_P69150	NM_004290
A_24_P230130	XR_019581
A_23_P8653	NM_001039706
A_23_P159974	NM_033495
A_24_P693946	THC2585464
A_23_P26583	NM_032206
A_23_P26582	NM_020988
A_23_P151649	NM_080649
A_23_P33664	NM_022142
A_24_P932646	ENST00000340444
A_24_P926820	AF159295
A_32_P40327	BE184906
A_24_P230100	A_24_P230100
A_24_P932648	AK090405
A_23_P75056	NM_001002295
A_32_P216734	NM_001004351
A_23_P8649	NM_152789
A_24_P323815	NM_015057
A_24_P315941	ENST00000390625
A_23_P162288	NM_005379
A_24_P926813	A_24_P926813
A_23_P105963	NM_152327
A_23_P92424	NM_020368
A_24_P790909	AI652176
A_24_P255218	NM_000259
A_32_P380675	ENST00000273083
A_23_P68892	NM_014306
A_23_P68899	NM_012473
A_23_P159952	NM_018476
A_24_P815091	THC2755576
A_23_P159956	NM_012216
A_23_P33607	NM_024683
A_24_P304311	NM_004254
A_24_P14776	BX647688
A_23_P337753	NM_138402
A_23_P151662	NM_197957
A_24_P911327	AA594808
A_24_P181422	NM_172097
A_32_P204205	NM_017420
A_24_P453532	AF086337
A_24_P115096	NM_153246
A_24_P383834	A_24_P383834
A_24_P34865	NM_197975
A_23_P8664	NM_021145
A_23_P33673	NM_001003818
A_24_P102920	AK002156
A_24_P703674	AK023907
A_24_P25020	A_24_P25020
A_23_P337746	NM_006177
A_23_P26534	NM_017885
A_24_P688133	AK124299
A_24_P75558	XR_018144
A_24_P400645	ENST00000306565
A_24_P255233	ENST00000360166
A_23_P159937	NM_005629
A_23_P76460	NM_002469
A_24_P383802	XR_019516
A_32_P230138	THC2507435
A_24_P323805	A_24_P323805
A_24_P202905	ENST00000334165
A_24_P159135	NM_006156
A_32_P53852	BC050563
A_24_P911306	A_24_P911306
A_24_P400616	A_24_P400616
A_24_P367454	AK124806
A_23_P92499	NM_003264
A_24_P757370	THC2533088
A_24_P75543	NM_030940
A_23_P92490	NM_020139
A_23_P159927	NM_001666
A_23_P159920	NM_003639
A_23_P321473	NM_152660
A_23_P143143	NM_002166
A_23_P33613	NM_024096
A_23_P143147	NM_006602
A_24_P67280	BC043153
A_24_P273284	A_24_P273284
A_23_P210581	NM_002237
A_23_P26511	NM_024307
A_32_P72785	AA581414
A_24_P453544	AY239294
A_23_P420610	NM_138782
A_24_P306499	NM_000336
A_23_P144916	NM_005110
A_24_P82032	NM_020663
A_32_P750514	Y10776
A_23_P135494	NM_013943
A_24_P14731	NM_013271
A_24_P25074	NM_000333
A_23_P135499	NM_013943
A_23_P162256	NM_003677
A_23_P26522	NM_001169
A_24_P4334	NM_194328
A_23_P403745	NM_138383
A_32_P88427	THC2699125
A_24_P927011	AF116601
A_24_P306443	NM_001033515
A_23_P159907	NM_030801
A_23_P68846	NM_032608
A_23_P321452	NM_173791
A_32_P812268	NM_001001412
A_32_P218030	BU633383
A_24_P926875	A_24_P926875
A_24_P25063	A_24_P25063
A_23_P26570	NM_144676
A_24_P384779	AK074675
A_24_P202948	NM_005675
A_24_P58857	NM_001004301
A_24_P28165	NM_015071
A_23_P162279	NM_018318
A_24_P294821	NM_003898
A_24_P67258	THC2531245
A_24_P25054	NM_001011724
A_32_P218046	BC033989
A_23_P26501	NM_014711
A_24_P792748	XR_018698
A_23_P68868	NR_002323
A_24_P306469	ENST00000305319
A_23_P393034	NM_005329
A_23_P210554	NM_006038
A_24_P644742	NM_017645
A_24_P202978	NM_021090
A_24_P937468	THC2631546
A_23_P68866	NM_001003684
A_24_P145529	NR_002788
A_32_P32606	THC2754514
A_24_P164664	ENST00000359119
A_23_P135486	NM_016633
A_24_P354488	NM_014435
A_23_P143102	BC004960
A_32_P55586	A_32_P55586
A_32_P18822	BM054818
A_24_P25040	A_24_P25040
A_32_P18824	NM_013263
A_24_P703614	A_24_P703614
A_32_P200308	CR623603
A_23_P114361	NM_004992
A_32_P486443	AB011129
A_24_P136124	AF258585
A_24_P354496	NM_153008
A_23_P338981	NM_134268
A_23_P76402	NM_024549
A_23_P162211	NM_018050
A_23_P76499	NM_005002
A_24_P464580	A_24_P464580
A_23_P349267	NM_012282
A_23_P210577	NM_080829
A_24_P937402	A_24_P937402
A_23_P393015	BC002778
A_23_P68807	BC021857
A_32_P831725	NM_198562
A_23_P114374	NM_020061
A_23_P23829	NM_001773
A_23_P143127	NM_019063
A_23_P162228	NM_005594
A_32_P122614	BE835490
A_24_P876522	AK022110
A_23_P143120	NM_003183
A_24_P281844	THC2526432
A_32_P53822	THC2562592
A_24_P306479	ENST00000305922
A_23_P393025	NM_144644
A_23_P114307	NM_002565
A_23_P137173	NM_021992
A_24_P153680	NM_018660
A_23_P23834	NM_001017403
A_24_P115007	NM_170740
A_23_P23839	NM_001017403
A_23_P162238	X54871
A_24_P170747	AK096849
A_23_P408473	AL834145
A_24_P331734	NM_018527
A_23_P53736	NM_033624
A_23_P304489	NM_015381
A_24_P281872	ENST00000341016
A_24_P323885	XR_018628
A_24_P252130	NM_006238
A_23_P210515	NM_020967
A_32_P211885	THC2659019
A_32_P8015	NM_001011724
A_23_P68824	NM_003073
A_23_P114314	NM_005193
A_24_P306425	NM_002956
A_23_P259054	NM_153816
A_32_P114087	BX109999
A_23_P76480	BF213738
A_23_P15182	NM_012106
A_24_P927072	CA425979
A_24_P792734	NM_002806
A_23_P83818	NM_000093
A_23_P76488	NM_001423
A_24_P159181	NM_005707
A_24_P390315	ENST00000321130
A_24_P273203	ENST00000332617
A_24_P78526	NM_199188
A_32_P139738	NR_002827
A_23_P165180	NM_003721
A_23_P75622	NM_006476
A_23_P210503	NM_181502
A_23_P165186	NM_019104
A_24_P170763	NM_015299
A_23_P259003	NM_016559
A_23_P23815	NM_021194
A_23_P408455	AL049246
A_24_P331711	NM_182578
A_23_P76450	NM_007350
A_24_P281853	A_24_P281853
A_24_P381838	NM_006122
A_24_P252155	NM_153840
A_23_P210538	NM_182764
A_24_P217848	NM_003510
A_24_P464540	BC047940
A_24_P273214	A_24_P273214
A_23_P393051	NM_152365
A_23_P100292	AK024487
A_23_P259071	NM_001657
A_24_P573834	THC2555710
A_24_P354429	NM_002159
A_24_P170753	BC066974
A_32_P504827	ENST00000305119
A_23_P324679	NM_153831
A_23_P23869	NM_033343
A_23_P53763	NM_025113
A_24_P331727	NM_181836
A_23_P83838	NM_004056
A_24_P281801	ENST00000341087
A_24_P280628	NM_152564
A_23_P75609	NM_014956
A_32_P24140	NM_005256
A_23_P210521	NM_030777
A_23_P83835	NM_032237
