Probe Set ID	UniGene ID
1427123_s_at	Mm.22891
1427124_at	Mm.305555
1427125_s_at	Mm.260786
1427126_at	Mm.372314
1427127_x_at	Mm.372314
1427128_at	Mm.335477
1427129_a_at	Mm.31051
1427130_x_at	Mm.30227
1427131_s_at	Mm.390882
1427132_at	Mm.102970
1427133_s_at	Mm.23847
1427134_at	Mm.458176
1427135_at	Mm.458176
1427136_s_at	Mm.458176
1427137_at	Mm.441134
1427138_at	Mm.156217
1427139_at	Mm.29304
1427140_at	Mm.4608
1427141_at	Mm.440259
1427142_s_at	Mm.28995
1427143_at	Mm.28995
1427144_at	Mm.64579
1427145_at	Mm.196943
1427146_at	Mm.450664
1427147_at	Mm.120919
1427148_at	Mm.41711
1427149_at	Mm.253559
1427150_at	Mm.332268
1427151_at	Mm.274314
1427152_at	Mm.274314
1427153_at	Mm.12819
1427154_at	Mm.358616
1427155_at	Mm.285060
1427156_s_at	Mm.439906
1427157_at	Mm.93759
1427158_at	Mm.143810
1427159_at	Mm.288645
1427160_at	Mm.288645
1427161_at	Mm.129746
1427162_a_at	Mm.254233
1427163_at	Mm.28234
1427164_at	Mm.24208
1427165_at	Mm.24208
1427166_a_at	Mm.292075
1427167_at	Mm.31961
1427168_a_at	Mm.297859
1427169_at	Mm.35153
1427170_at	Mm.87277
1427171_at	Mm.215745
1427172_at	Mm.247480
1427173_a_at	Mm.377071
1427174_at	Mm.466613
1427175_at	Mm.227325
1427176_s_at	Mm.227325
1427177_at	Mm.252941
1427178_at	Mm.360398
1427179_at	Mm.439738
1427180_at	Mm.45519
1427181_at	Mm.440183
1427182_s_at	Mm.440183
1427183_at	Mm.44176
1427184_at	Mm.333026
1427185_at	Mm.132788
1427186_a_at	Mm.132788
1427187_at	Mm.386847
1427188_at	Mm.305925
1427189_at	Mm.305925
1427190_at	Mm.202322
1427191_at	Mm.103477
1427192_a_at	Mm.45602
1427193_at	Mm.45602
1427194_a_at	Mm.212208
1427195_at	Mm.392140
1427196_at	Mm.23656
1427197_at	Mm.212462
1427198_at	Mm.461226
1427199_at	Mm.260594
1427200_at	Mm.389984
1427201_at	Mm.220895
1427202_at	Mm.274099
1427203_at	Mm.308940
1427204_at	Mm.274393
1427205_x_at	Mm.344071
1427206_at	Mm.426052
1427207_s_at	Mm.426052
1427208_at	Mm.289103
1427209_at	Mm.252213
1427210_at	Mm.252213
1427211_at	Mm.13979
1427212_at	Mm.270866
1427213_at	Mm.249131
1427214_at	Mm.30032
1427215_at	Mm.393484
1427216_at	Mm.368232
1427217_at	Mm.82396
1427218_at	Mm.183320
1427219_at	---
1427220_a_at	Mm.140154
1427221_at	Mm.440867
1427222_a_at	Mm.1286
1427223_a_at	Mm.268448
1427224_at	Mm.268448
1427225_at	Mm.139695
1427226_at	Mm.139695
1427227_at	Mm.255292
1427228_at	Mm.29933
1427229_at	Mm.316652
1427230_at	Mm.29083
1427231_at	Mm.310772
1427232_at	Mm.102136
1427233_at	Mm.102136
1427234_at	Mm.331266
1427235_at	Mm.257498
1427236_a_at	Mm.205190
1427237_at	Mm.34002
1427238_at	Mm.28369
1427239_at	Mm.333335
1427240_at	Mm.128153
1427241_at	Mm.61064
1427242_at	Mm.12818
1427243_at	Mm.243632
1427244_at	Mm.132006
1427245_at	Mm.33765
1427246_at	Mm.217216
1427247_at	Mm.140138
1427248_at	Mm.332320
1427249_x_at	Mm.250267
1427250_at	Mm.227583
1427251_at	Mm.227583
1427252_at	Mm.141324
1427253_s_at	Mm.283410
1427254_at	Mm.326477
1427255_s_at	Mm.326477
1427256_at	Mm.158700
1427257_at	Mm.158700
1427258_at	Mm.41063
1427259_at	Mm.41063
1427260_a_at	Mm.240839
1427261_at	Mm.31267
1427262_at	Mm.274770
1427263_at	Mm.274770
1427264_at	Mm.440053
1427265_at	Mm.333722
1427266_at	Mm.27913
1427267_at	Mm.354649
1427268_at	Mm.422600
1427269_at	Mm.223946
1427270_a_at	Mm.17918
1427271_at	Mm.239355
1427272_at	---
1427273_at	Mm.220945
1427274_at	Mm.220945
1427275_at	Mm.206841
1427276_at	Mm.206841
1427277_at	Mm.4645
1427278_at	Mm.196382
1427279_at	Mm.196382
1427280_at	Mm.220329
1427281_at	Mm.220329
1427282_a_at	Mm.7319
1427283_at	Mm.2389
1427284_a_at	Mm.24375
1427285_s_at	Mm.298256
1427286_at	Mm.341103
1427287_s_at	Mm.7800
1427288_at	Mm.4657
1427289_at	Mm.121918
1427290_at	---
1427291_at	Mm.243849
1427292_at	Mm.326349
1427293_a_at	Mm.409595
1427294_a_at	Mm.253403
1427295_at	Mm.253403
1427296_at	Mm.466633
1427297_at	Mm.218515
1427298_at	Mm.383186
1427299_at	Mm.328476
1427300_at	Mm.15530
1427301_at	Mm.1738
1427302_at	Mm.338425
1427303_at	Mm.338425
1427304_at	Mm.294761
1427305_at	Mm.3781
1427306_at	Mm.439745
1427307_a_at	Mm.289682
1427308_at	Mm.289682
1427309_at	Mm.134029
1427310_at	Mm.343986
1427311_at	Mm.343986
1427312_at	Mm.33857
1427313_at	Mm.287572
1427314_at	Mm.296043
1427315_at	Mm.296043
1427316_s_at	Mm.271932
1427317_at	Mm.35498
1427318_s_at	Mm.34674
1427319_at	Mm.278577
1427320_at	Mm.22891
1427321_s_at	Mm.66222
1427322_at	Mm.240871
1427323_s_at	Mm.35817
1427324_at	Mm.391872
1427325_s_at	Mm.387725
1427326_at	Mm.376151
1427327_at	Mm.379385
1427328_a_at	Mm.222272
1427329_a_at	Mm.304472
1427330_at	Mm.125659
1427331_at	Mm.298908
1427332_at	Mm.219643
1427333_s_at	Mm.439811
1427334_s_at	Mm.333515
1427335_at	Mm.85211
1427336_at	Mm.90181
1427337_at	Mm.90181
1427338_at	Mm.80685
1427339_at	Mm.358876
1427340_at	Mm.153013
1427341_at	Mm.176725
1427342_at	Mm.289566
1427343_at	Mm.179267
1427344_s_at	Mm.179267
1427345_a_at	Mm.368982
1427346_at	Mm.304331
1427347_s_at	Mm.469917
1427348_at	Mm.402
1427349_x_at	Mm.381194
1427350_a_at	Mm.86267
1427351_s_at	Mm.342177
1427352_at	Mm.162744
1427353_at	Mm.138740
1427354_at	Mm.439647
1427355_at	Mm.4361
1427356_at	Mm.271600
1427357_at	Mm.46182
1427358_a_at	Mm.24103
1427359_at	Mm.293175
1427360_at	Mm.402550
1427361_at	Mm.4444
1427362_x_at	Mm.4444
1427363_at	Mm.450192
1427364_a_at	Mm.34102
1427365_at	Mm.383183
1427366_at	Mm.158281
1427367_at	Mm.386851
1427368_x_at	Mm.48757
1427369_at	Mm.386833
1427370_at	Mm.244518
1427371_at	Mm.439858
1427372_at	Mm.6216
1427373_at	Mm.275752
1427374_at	Mm.7184
1427375_at	Mm.471692
1427376_a_at	Mm.473721
1427377_x_at	---
1427378_at	Mm.106868
1427379_at	Mm.23085
1427380_at	Mm.439740
1427381_at	Mm.4662
1427382_a_at	Mm.9244
1427383_at	Mm.137247
1427384_at	Mm.122738
1427385_s_at	Mm.253564
1427386_at	Mm.38481
1427387_a_at	Mm.213873
1427388_at	Mm.307615
1427389_at	Mm.31744
1427390_at	Mm.64557
1427391_a_at	Mm.3819
1427392_at	Mm.325499
1427393_at	Mm.391283
1427394_at	Mm.440180
1427395_a_at	Mm.140988
1427396_a_at	Mm.277713
1427397_at	Mm.218697
1427398_at	Mm.214599
1427399_a_at	Mm.103373
1427400_at	Mm.116815
1427401_at	Mm.103778
1427402_at	Mm.279861
1427403_at	Mm.206599
1427404_x_at	Mm.70666
1427405_s_at	Mm.220334
1427406_at	---
1427407_s_at	---
1427408_a_at	Mm.236211
1427409_at	Mm.37892
1427410_at	Mm.32886
1427411_s_at	Mm.32886
1427412_s_at	Mm.254404
1427413_a_at	Mm.29495
1427414_at	Mm.253102
1427415_at	Mm.26393
1427416_x_at	Mm.275584
1427417_at	Mm.98731
1427418_a_at	Mm.3879
1427419_x_at	Mm.440604
1427420_at	Mm.28308
1427421_at	Mm.425989
1427422_at	Mm.440264
1427423_at	Mm.44608
1427424_at	Mm.22969
1427425_at	---
1427426_at	Mm.336519
1427427_at	Mm.436657
1427428_at	Mm.390017
1427429_at	Mm.4922
1427430_at	Mm.170002
1427431_at	Mm.460971
1427432_a_at	Mm.210352
1427433_s_at	Mm.159945
1427434_at	Mm.218759
1427435_at	Mm.458577
1427436_at	Mm.5039
1427437_at	Mm.451070
1427438_at	Mm.39700
1427439_s_at	Mm.196585
1427440_a_at	Mm.348786
1427441_a_at	Mm.426727
1427442_a_at	Mm.277585
1427443_at	---
1427444_at	Mm.329022
1427445_a_at	Mm.373672
1427446_s_at	Mm.373672
1427447_a_at	Mm.123714
1427448_at	Mm.7087
1427449_a_at	Mm.11285
1427450_x_at	Mm.3390
1427451_a_at	Mm.100084
1427452_at	Mm.397450
1427453_at	Mm.100084
1427454_at	Mm.4444
1427455_x_at	Mm.359121
1427456_at	Mm.332522
1427457_a_at	Mm.27757
1427458_at	Mm.27757
1427459_at	Mm.290614
1427460_at	Mm.235542
1427461_at	---
1427462_at	Mm.268356
1427463_at	Mm.270703
1427464_s_at	Mm.330160
1427465_at	Mm.207432
1427466_at	Mm.5434
1427467_a_at	Mm.247556
1427468_at	Mm.274432
1427469_at	Mm.272047
1427470_s_at	Mm.274308
1427471_at	Mm.214746
1427472_a_at	Mm.87072
1427473_at	Mm.440885
1427474_s_at	Mm.440885
1427475_a_at	Mm.117709
1427476_a_at	Mm.22786
1427477_at	Mm.436885
1427478_at	Mm.167971
1427479_at	Mm.379797
1427480_at	Mm.24283
1427481_a_at	Mm.44101
1427482_a_at	Mm.119320
1427483_at	Mm.33574
1427484_at	Mm.390484
1427485_at	Mm.180124
1427486_at	Mm.37213
1427487_at	---
1427488_a_at	Mm.290908
1427489_at	Mm.329997
1427490_at	Mm.426128
1427491_at	Mm.195859
1427492_at	Mm.34964
1427493_at	Mm.331001
1427494_at	Mm.390366
1427495_at	Mm.38127
1427496_at	Mm.330545
1427497_at	Mm.209835
1427498_a_at	Mm.24250
1427499_at	---
1427500_at	Mm.28852
1427501_at	---
1427502_at	Mm.439708
1427503_at	---
1427504_s_at	Mm.21841
1427505_a_at	Mm.473739
1427506_at	Mm.28847
1427507_at	Mm.179733
1427508_at	Mm.20147
1427509_at	Mm.328859
1427510_at	Mm.254629
1427511_at	Mm.472491
1427512_a_at	Mm.42012
1427513_at	Mm.187499
1427514_at	---
1427515_at	Mm.121705
1427516_a_at	Mm.41561
1427517_at	Mm.41561
1427518_at	Mm.334577
1427519_at	Mm.333734
1427520_a_at	Mm.422801
1427521_a_at	Mm.156742
1427522_at	Mm.443529
1427523_at	Mm.370208
1427524_a_at	Mm.152466
1427525_at	Mm.30246
1427526_at	Mm.333499
1427527_a_at	Mm.28440
1427528_a_at	Mm.257266
1427529_at	Mm.6256
1427530_at	Mm.177181
1427531_a_at	Mm.271740
1427532_at	Mm.167298
1427533_at	Mm.86338
1427534_at	---
1427535_s_at	Mm.236454
1427536_at	---
1427537_at	Mm.259929
1427538_at	Mm.151546
1427539_a_at	Mm.62876
1427540_at	Mm.62876
1427541_x_at	Mm.116997
1427542_at	Mm.153750
1427543_s_at	Mm.422949
1427544_a_at	Mm.255877
1427545_at	Mm.98731
1427546_at	Mm.341004
1427547_a_at	Mm.283281
1427548_a_at	Mm.21482
1427549_s_at	Mm.251757
1427550_at	Mm.320575
1427551_at	Mm.40752
1427552_a_at	Mm.29652
1427553_at	Mm.429066
1427554_at	Mm.21469
1427555_at	Mm.425955
1427556_at	Mm.250604
1427557_at	Mm.41512
1427558_s_at	Mm.41512
1427559_a_at	Mm.209903
1427560_at	Mm.3410
1427561_a_at	Mm.348786
1427562_a_at	Mm.222178
1427563_at	---
1427564_at	Mm.10763
1427565_a_at	Mm.20845
1427566_at	Mm.328871
1427567_a_at	Mm.240839
1427568_a_at	Mm.389451
1427569_a_at	Mm.331784
1427570_at	Mm.284688
1427571_at	Mm.57202
1427572_at	Mm.441216
1427573_at	Mm.42223
1427574_s_at	Mm.2454
1427575_at	Mm.445163
1427576_at	---
1427577_x_at	Mm.426557
1427578_a_at	Mm.271674
1427579_at	Mm.194148
1427580_a_at	Mm.293263
1427581_at	Mm.261602
1427582_at	Mm.3403
1427583_at	Mm.275811
1427584_at	Mm.100068
1427585_at	Mm.466790
1427586_at	Mm.275909
1427587_at	Mm.457972
1427588_a_at	Mm.94371
1427589_at	Mm.34182
1427590_at	Mm.127646
1427591_at	Mm.386757
1427592_at	Mm.332387
1427593_at	Mm.392177
1427594_at	---
1427595_at	Mm.352014
1427596_at	Mm.472939
1427597_at	Mm.215159
1427598_at	Mm.423722
1427599_at	Mm.293080
1427600_at	Mm.451265
1427601_at	Mm.119273
1427602_at	Mm.441701
1427603_at	Mm.108729
1427604_a_at	Mm.330819
1427605_at	Mm.342481
1427606_at	Mm.371608
1427607_at	Mm.268378
1427608_a_at	Mm.210785
1427609_at	Mm.461297
1427610_at	---
1427611_at	Mm.89928
1427612_at	Mm.171224
1427613_at	Mm.473773
1427614_at	Mm.214755
1427615_at	Mm.31903
1427616_at	Mm.474284
1427617_at	Mm.334477
1427618_at	Mm.439758
1427619_a_at	Mm.290429
1427620_at	Mm.329076
1427621_at	Mm.451069
1427622_at	---
1427623_at	Mm.20929
1427624_s_at	Mm.103585
1427625_a_at	Mm.20929
1427626_at	Mm.200752
1427627_at	---
1427628_at	Mm.123831
1427629_at	Mm.330393
1427630_x_at	Mm.322502
1427631_x_at	Mm.250267
1427632_x_at	Mm.436759
1427633_a_at	Mm.317854
1427634_at	Mm.242532
1427635_at	Mm.256342
1427636_at	Mm.10106
1427637_a_at	Mm.89935
1427638_at	Mm.457803
1427639_a_at	Mm.251494
1427640_a_at	Mm.4909
1427641_at	Mm.450191
1427642_at	Mm.215171
1427643_at	Mm.422727
1427644_at	Mm.247154
1427645_a_at	Mm.328321
1427646_a_at	Mm.239329
1427647_at	Mm.301798
1427648_at	Mm.438778
1427649_at	Mm.451438
1427650_a_at	Mm.4081
1427651_x_at	Mm.426002
1427652_x_at	Mm.236068
1427653_at	Mm.213248
1427654_a_at	Mm.20440
1427655_a_at	Mm.319006
1427656_at	Mm.333026
1427657_at	Mm.440373
1427658_at	Mm.45396
1427659_at	Mm.411599
1427660_x_at	Mm.359121
1427661_a_at	Mm.139675
1427662_at	Mm.451264
1427663_a_at	Mm.239354
1427664_at	Mm.437807
1427665_a_at	Mm.426936
1427666_a_at	Mm.333026
1427667_s_at	Mm.333026
1427668_at	Mm.1374
1427669_a_at	Mm.8321
1427670_a_at	Mm.171615
1427671_a_at	Mm.4938
1427672_a_at	Mm.257498
1427673_a_at	Mm.134093
1427674_a_at	Mm.229330
1427675_at	Mm.431981
1427676_a_at	Mm.5134
1427677_a_at	Mm.323365
1427678_at	Mm.381671
1427679_at	Mm.34083
1427680_a_at	Mm.317947
1427681_s_at	---
1427682_a_at	Mm.290421
1427683_at	Mm.290421
1427684_at	Mm.389828
1427685_a_at	Mm.236068
1427686_at	---
1427687_at	Mm.308500
1427688_a_at	Mm.258771
1427689_a_at	Mm.259671
1427690_a_at	Mm.450553
1427691_a_at	Mm.6834
1427692_a_at	Mm.327591
1427693_at	Mm.7800
1427694_at	Mm.26791
1427695_a_at	Mm.245261
1427696_at	Mm.1070
1427697_a_at	Mm.78015
1427698_at	Mm.244975
1427699_a_at	Mm.8681
1427700_x_at	Mm.302399
1427701_a_at	Mm.249575
1427702_at	Mm.4184
1427703_at	Mm.397111
1427704_a_at	Mm.6219
1427705_a_at	Mm.256765
1427706_a_at	Mm.1374
1427707_a_at	Mm.3988
1427708_a_at	Mm.297109
1427709_at	Mm.471909
1427710_at	Mm.227539
1427711_a_at	Mm.322502
1427712_at	Mm.322502
1427713_x_at	Mm.208700
1427714_at	Mm.440892
1427715_a_at	Mm.272843
1427716_at	Mm.200587
1427717_at	Mm.89474
1427718_a_at	Mm.22670
1427719_s_at	Mm.458432
1427720_a_at	Mm.38344
1427721_at	---
1427722_at	Mm.269823
1427723_at	Mm.299218
1427724_at	Mm.4237
1427725_a_at	Mm.208700
1427726_at	Mm.426002
1427727_x_at	Mm.36878
1427728_at	Mm.2810
1427729_at	Mm.438817
1427730_a_at	Mm.392667
1427731_at	Mm.26791
1427732_s_at	Mm.101876
1427733_a_at	Mm.31274
1427734_a_at	Mm.325499
1427735_a_at	Mm.214950
1427736_a_at	Mm.7336
1427737_a_at	Mm.23257
1427738_at	Mm.247154
1427739_a_at	Mm.222
1427740_a_at	Mm.143872
1427741_x_at	Mm.56994
1427742_a_at	Mm.275036
1427743_at	Mm.445083
1427744_at	Mm.448624
1427745_x_at	Mm.441627
1427746_x_at	Mm.439675
1427747_a_at	Mm.9537
1427748_at	Mm.304143
1427749_at	Mm.439760
1427750_at	Mm.466172
1427751_a_at	Mm.306829
1427752_a_at	Mm.333026
1427753_at	Mm.333124
1427754_a_at	Mm.44736
1427755_at	Mm.437339
1427756_x_at	Mm.342177
1427757_at	---
1427758_x_at	Mm.304472
1427759_a_at	Mm.410289
1427760_s_at	Mm.88796
1427761_at	Mm.235891
1427762_x_at	Mm.264645
1427763_a_at	Mm.255822
1427764_a_at	Mm.3406
1427765_a_at	Mm.333026
1427766_at	Mm.213248
1427767_a_at	Mm.15621
1427768_s_at	Mm.7353
1427769_x_at	Mm.7353
1427770_a_at	Mm.395108
1427771_x_at	Mm.263396
1427772_at	Mm.390015
1427773_a_at	Mm.22473
1427774_at	Mm.207067
1427775_at	Mm.220170
1427776_a_at	Mm.276715
1427777_x_at	Mm.276715
1427778_at	Mm.390008
1427779_a_at	Mm.2209
1427780_at	Mm.219547
1427781_at	Mm.450552
1427782_a_at	Mm.1892
1427783_at	Mm.442420
1427784_at	Mm.219548
1427785_x_at	Mm.216072
1427786_at	Mm.156282
1427787_at	Mm.471785
1427788_at	Mm.425113
1427789_s_at	Mm.125770
1427790_at	Mm.1453
1427791_a_at	Mm.1453
1427792_at	Mm.304150
1427793_at	---
1427794_at	---
1427795_s_at	Mm.376472
1427796_at	Mm.450554
1427797_s_at	---
1427798_x_at	---
1427799_x_at	Mm.423815
1427800_at	Mm.196822
1427801_at	Mm.196822
1427802_a_at	Mm.246559
1427803_at	Mm.460431
1427804_at	Mm.460431
1427805_at	---
1427806_at	---
1427807_at	Mm.413176
1427808_at	Mm.4929
1427809_at	Mm.438695
1427810_at	Mm.268395
1427811_at	Mm.268395
1427812_at	Mm.233083
1427813_at	Mm.233083
1427814_at	---
1427815_at	Mm.348004
1427816_at	Mm.21841
1427817_at	---
1427818_at	Mm.451439
1427819_at	Mm.451439
1427820_at	Mm.466733
1427821_at	---
1427822_a_at	Mm.440888
1427823_at	---
1427824_at	---
1427825_at	---
1427826_a_at	Mm.272223
1427827_at	Mm.365879
1427828_at	Mm.365879
1427829_at	Mm.229109
1427830_at	Mm.195092
1427831_s_at	Mm.195092
1427832_at	Mm.439689
1427833_at	---
1427834_at	---
1427835_at	Mm.245261
1427836_at	Mm.186610
1427837_at	---
1427838_at	Mm.469917
1427839_at	Mm.423002
1427840_at	---
1427841_at	Mm.14046
1427842_at	Mm.328678
1427843_at	Mm.4863
1427844_a_at	Mm.439656
1427845_at	Mm.276715
1427846_x_at	Mm.276715
1427847_at	Mm.448569
1427848_at	Mm.359118
1427849_a_at	---
1427850_x_at	---
1427851_x_at	Mm.246497
1427852_x_at	---
1427853_a_at	---
1427854_x_at	---
1427855_at	Mm.288753
1427856_a_at	Mm.359125
1427857_x_at	Mm.359125
1427858_at	Mm.304143
1427859_at	Mm.426557
1427860_at	---
1427861_at	---
1427862_at	---
1427863_at	Mm.342457 /// Mm.377874
1427864_at	Mm.221301
1427865_at	Mm.467495
1427866_x_at	Mm.467495
1427867_at	Mm.422801
1427868_x_at	Mm.422801
1427869_at	Mm.342177
1427870_x_at	Mm.342177
1427871_at	Mm.89389
1427872_at	Mm.89389
1427873_at	---
1427874_at	Mm.22225
1427875_a_at	Mm.423154
1427876_at	Mm.27804
1427877_at	Mm.27804
1427878_at	Mm.272527
1427879_at	Mm.28193
1427880_at	Mm.251621
1427881_at	Mm.398647
1427882_at	Mm.398647
1427883_a_at	Mm.249555
1427884_at	Mm.249555
1427885_at	Mm.32518
1427886_at	Mm.28399
1427887_at	Mm.290810
1427888_a_at	Mm.204969
1427889_at	Mm.204969
1427890_a_at	Mm.45104
1427891_at	Mm.321047
1427892_at	Mm.239554
1427893_a_at	Mm.34242
1427894_at	Mm.248337
1427895_at	Mm.390347
1427896_at	Mm.34456
1427897_s_at	Mm.34456
1427898_at	Mm.26696
1427899_at	Mm.26696
1427900_at	Mm.78923
1427901_at	Mm.25585
1427902_at	Mm.5222
1427903_at	Mm.458079
1427904_s_at	Mm.104959
1427905_at	Mm.292423
1427906_at	Mm.331487
1427907_at	Mm.331487
1427908_at	Mm.21795
1427909_at	Mm.34002
1427910_at	Mm.36816
1427911_at	Mm.45995
1427912_at	Mm.4512
1427913_at	Mm.28528
1427914_a_at	Mm.289248
1427915_s_at	Mm.289248
1427916_at	Mm.206379
1427917_s_at	Mm.195635
1427918_a_at	Mm.826
1427919_at	Mm.263553
1427920_at	Mm.65691
1427921_s_at	Mm.4011
1427922_at	Mm.4011
1427923_at	Mm.34399
1427924_at	Mm.171334
1427925_at	Mm.171334
1427926_at	Mm.116898
1427927_at	Mm.200231
1427928_s_at	Mm.5434
1427929_a_at	Mm.206159
1427930_at	Mm.206159
1427931_s_at	Mm.206159
1427932_s_at	Mm.332931
1427933_at	Mm.322870
1427934_at	Mm.1182
1427935_at	Mm.1182
1427936_at	Mm.268841
1427937_at	Mm.471658
1427938_at	Mm.446553
1427939_s_at	Mm.446553
1427940_s_at	Mm.446553
1427941_at	Mm.21135
1427942_at	Mm.282672
1427943_at	Mm.390319
1427944_at	Mm.150568
1427945_at	Mm.27907
1427946_s_at	Mm.27907
1427947_at	Mm.22849
1427948_a_at	Mm.432480
1427949_at	Mm.249005
1427950_at	Mm.249005
1427951_s_at	Mm.296565
1427952_at	Mm.95707
1427953_at	Mm.349493
1427954_at	Mm.209172
1427955_a_at	Mm.24848
1427956_at	Mm.12261
1427957_at	Mm.25195
1427958_at	Mm.247453
1427959_at	Mm.247453
1427960_at	Mm.281844
1427961_s_at	Mm.281844
1427962_at	Mm.277871
1427963_s_at	Mm.235814
1427964_at	Mm.150064
1427965_at	Mm.276356
1427966_at	Mm.309164
1427967_at	Mm.276259
1427968_at	Mm.272850
1427969_s_at	Mm.25960
1427970_at	Mm.466944
1427971_at	Mm.389191
1427972_at	Mm.389191
1427973_s_at	Mm.389191
1427974_s_at	Mm.9772
1427975_at	Mm.374836
1427976_at	Mm.472892
1427977_x_at	Mm.472892
1427978_at	Mm.283565
1427979_at	Mm.283565
1427980_at	Mm.233181
1427981_a_at	Mm.296382
1427982_s_at	Mm.26652
1427983_at	Mm.293819
1427984_at	Mm.28232
1427985_at	Mm.115205
1427986_a_at	Mm.41860
1427987_at	Mm.214973
1427988_s_at	Mm.214973
1427989_at	Mm.60331
1427990_at	Mm.154306
1427991_s_at	Mm.154306
1427992_a_at	Mm.248313
1427993_at	Mm.234587
1427994_at	Mm.277387
1427995_at	Mm.159276
1427996_at	Mm.89556
1427997_at	Mm.204831
1427998_at	Mm.259079
1427999_at	Mm.24082
1428000_at	Mm.347525
1428001_at	Mm.173847
1428002_at	Mm.289866
1428003_s_at	Mm.319204
1428004_at	Mm.29952
1428005_at	Mm.272457
1428006_at	Mm.216511
1428007_at	Mm.206668
1428008_at	Mm.218820
1428009_a_at	Mm.76543
1428010_at	Mm.207767
1428011_a_at	Mm.277354
1428012_at	Mm.197638
1428013_at	Mm.207311
1428014_at	Mm.377875
1428015_at	Mm.440213
1428016_a_at	Mm.181396
1428017_at	Mm.260335
1428018_a_at	Mm.2699
1428019_at	Mm.294342
1428020_at	Mm.28128
1428021_at	Mm.137327
1428022_at	Mm.44630
1428023_at	Mm.271602
1428024_at	Mm.28357
1428025_s_at	Mm.439910
1428026_at	Mm.315789
1428027_at	Mm.261808
1428028_at	Mm.270643
1428029_a_at	Mm.27624
1428030_at	Mm.383288
1428031_at	Mm.323523
1428032_at	Mm.77751
1428033_at	Mm.378428
1428034_a_at	Mm.244187
1428035_at	Mm.85046
1428036_at	Mm.35000
1428037_at	Mm.221073
1428038_at	Mm.297004
1428039_at	Mm.473771
1428040_at	Mm.250572
1428041_at	Mm.441952
1428042_at	Mm.412077
1428043_a_at	Mm.8396
1428044_at	Mm.220173
1428045_a_at	Mm.131038
1428046_a_at	Mm.919
1428047_s_at	Mm.390269
1428048_at	Mm.379456
1428049_a_at	Mm.325564
1428050_a_at	Mm.157426
1428051_a_at	Mm.9772
1428052_a_at	Mm.273806
1428053_at	Mm.221031
1428054_at	Mm.241147
1428055_at	Mm.293263
1428056_at	Mm.24399
1428057_a_at	Mm.203866
1428058_at	Mm.203866
1428059_at	Mm.441947
1428060_at	Mm.441947
1428061_at	Mm.272472
1428062_at	Mm.25377
1428063_at	Mm.396537
1428064_at	Mm.277687
1428065_at	Mm.148425
1428066_at	Mm.63342
1428067_at	Mm.35827
1428068_at	Mm.290725
1428069_at	Mm.270676
1428070_at	Mm.149870
1428071_at	Mm.29382
1428072_a_at	Mm.285167
1428073_a_at	Mm.288962
1428074_at	Mm.8569
1428075_at	Mm.379154
1428076_s_at	Mm.379154
1428077_at	Mm.281287
1428078_at	Mm.262707
1428079_at	Mm.30063
1428080_at	Mm.61682
1428081_at	Mm.22306
1428082_at	Mm.292056
1428083_at	Mm.281895
1428084_at	Mm.34606
1428085_at	Mm.25608
1428086_at	Mm.218820
1428087_at	Mm.218820
1428088_at	Mm.23672
1428089_at	Mm.257268
1428090_at	Mm.30256
1428091_at	Mm.273768
1428092_at	Mm.28270
1428093_at	Mm.284710
1428094_at	Mm.486
1428095_a_at	Mm.33869
1428096_at	Mm.132208
1428097_at	Mm.131606
1428098_a_at	Mm.278037
1428099_a_at	Mm.473693
1428100_at	Mm.473693
1428101_at	Mm.262859
1428102_at	Mm.34692
1428103_at	Mm.3037
1428104_at	Mm.407737
1428105_at	Mm.407737
1428106_at	Mm.214574
1428107_at	Mm.260760
1428108_x_at	Mm.273785
1428109_at	Mm.295013
1428110_x_at	Mm.295013
1428111_at	Mm.250980
1428112_at	Mm.29778
1428113_at	Mm.271988
1428114_at	Mm.33832
1428115_a_at	Mm.32870
1428116_a_at	Mm.458208
1428117_x_at	Mm.1948
1428118_at	Mm.246605
1428119_a_at	Mm.43152
1428120_at	Mm.374815
1428121_at	Mm.254914
1428122_s_at	Mm.254914
1428123_at	Mm.254914
1428124_at	Mm.287795
1428125_at	Mm.473697
1428126_a_at	Mm.473697
1428127_at	Mm.473697
1428128_at	Mm.473697
1428129_at	Mm.290857
1428130_at	Mm.290857
1428131_a_at	Mm.28189
1428132_at	Mm.28189
1428133_at	Mm.22548
1428134_at	Mm.169234
1428135_a_at	Mm.258927
1428136_at	Mm.281691
1428137_at	Mm.271178
1428138_s_at	Mm.271178
1428139_at	Mm.159290
1428140_at	Mm.13445
1428141_at	Mm.29619
1428142_at	Mm.155708
1428143_a_at	Mm.29998
1428144_at	Mm.425292
1428145_at	Mm.245724
1428146_s_at	Mm.245724
1428147_at	Mm.467629
1428148_s_at	Mm.467629
1428149_at	Mm.325512
1428150_at	Mm.467629
1428151_x_at	Mm.216089
1428152_a_at	Mm.473709
1428153_at	Mm.216250
1428154_s_at	Mm.385055
1428155_at	Mm.330424
1428156_at	Mm.41737
1428157_at	Mm.41737
1428158_at	Mm.148007
1428159_s_at	Mm.347976
1428160_at	Mm.3014
1428161_a_at	Mm.30133
1428162_at	Mm.259638
1428163_at	Mm.196592
1428164_at	Mm.241484
1428165_at	Mm.181278
1428166_at	Mm.275698
